state,window_date,size,purchase_count,population_variance
ANDAMAN & NICOBAR,2022-04-02,M,1,0.000000
ANDAMAN & NICOBAR,2022-04-03,S,2,5700.250000
ANDAMAN & NICOBAR,2022-04-04,S,3,76126.888889
ANDAMAN & NICOBAR,2022-04-05,XS,3,10072.888889
ANDAMAN & NICOBAR,2022-04-06,XS,3,10072.888889
ANDAMAN & NICOBAR,2022-04-07,S,4,57160.500000
ANDAMAN & NICOBAR,2022-04-08,XL,4,23102.750000
ANDAMAN & NICOBAR,2022-04-09,XL,5,18957.440000
ANDAMAN & NICOBAR,2022-04-10,XL,5,18957.440000
ANDAMAN & NICOBAR,2022-04-11,XL,5,18957.440000
ANDAMAN & NICOBAR,2022-04-12,XL,5,18957.440000
ANDAMAN & NICOBAR,2022-04-13,XXL,5,29763.840000
ANDAMAN & NICOBAR,2022-04-14,XXL,5,27159.040000
ANDAMAN & NICOBAR,2022-04-15,XXL,8,29638.859375
ANDAMAN & NICOBAR,2022-04-16,XXL,9,50655.777778
ANDAMAN & NICOBAR,2022-04-17,XXL,8,56751.359375
ANDAMAN & NICOBAR,2022-04-18,XXL,8,56751.359375
ANDAMAN & NICOBAR,2022-04-19,XXL,7,52967.673469
ANDAMAN & NICOBAR,2022-04-20,XXL,6,61278.472222
ANDAMAN & NICOBAR,2022-04-21,XL,6,27454.333333
ANDAMAN & NICOBAR,2022-04-22,XL,7,24355.632653
ANDAMAN & NICOBAR,2022-04-23,XL,7,24355.632653
ANDAMAN & NICOBAR,2022-04-24,XL,7,24355.632653
ANDAMAN & NICOBAR,2022-04-25,XL,7,24355.632653
ANDAMAN & NICOBAR,2022-04-26,XL,6,26933.472222
ANDAMAN & NICOBAR,2022-04-27,XL,6,24984.805556
ANDAMAN & NICOBAR,2022-04-28,XL,6,24984.805556
ANDAMAN & NICOBAR,2022-04-29,S,5,47203.760000
ANDAMAN & NICOBAR,2022-04-30,XXL,4,38710.687500
ANDAMAN & NICOBAR,2022-05-01,XXL,4,38710.687500
ANDAMAN & NICOBAR,2022-05-02,3XL,4,138258.187500
ANDAMAN & NICOBAR,2022-05-03,S,3,64784.222222
ANDAMAN & NICOBAR,2022-05-04,3XL,4,109996.687500
ANDAMAN & NICOBAR,2022-05-05,M,5,131384.160000
ANDAMAN & NICOBAR,2022-05-06,3XL,5,88107.600000
ANDAMAN & NICOBAR,2022-05-07,3XL,6,83926.472222
ANDAMAN & NICOBAR,2022-05-08,3XL,6,83926.472222
ANDAMAN & NICOBAR,2022-05-09,3XL,6,52635.888889
ANDAMAN & NICOBAR,2022-05-10,3XL,6,17534.472222
ANDAMAN & NICOBAR,2022-05-11,3XL,6,17534.472222
ANDAMAN & NICOBAR,2022-05-12,3XL,8,28973.937500
ANDAMAN & NICOBAR,2022-05-13,3XL,8,28973.937500
ANDAMAN & NICOBAR,2022-05-14,XL,8,137883.500000
ANDAMAN & NICOBAR,2022-05-15,3XL,7,27449.551020
ANDAMAN & NICOBAR,2022-05-16,XL,8,141916.484375
ANDAMAN & NICOBAR,2022-05-17,XL,8,141916.484375
ANDAMAN & NICOBAR,2022-05-18,XXL,8,42101.859375
ANDAMAN & NICOBAR,2022-05-19,M,9,53843.358025
ANDAMAN & NICOBAR,2022-05-20,M,9,53843.358025
ANDAMAN & NICOBAR,2022-05-21,M,9,53843.358025
ANDAMAN & NICOBAR,2022-05-22,M,8,12045.359375
ANDAMAN & NICOBAR,2022-05-23,M,7,13270.000000
ANDAMAN & NICOBAR,2022-05-24,M,7,13270.000000
ANDAMAN & NICOBAR,2022-05-25,M,7,11582.244898
ANDAMAN & NICOBAR,2022-05-26,M,7,11582.244898
ANDAMAN & NICOBAR,2022-05-27,M,7,11582.244898
ANDAMAN & NICOBAR,2022-05-28,XL,7,9520.530612
ANDAMAN & NICOBAR,2022-05-29,XL,7,9520.530612
ANDAMAN & NICOBAR,2022-05-30,XL,6,2250.000000
ANDAMAN & NICOBAR,2022-05-31,XL,5,1747.440000
ANDAMAN & NICOBAR,2022-06-01,XL,4,2136.250000
ANDAMAN & NICOBAR,2022-06-02,XL,4,2136.250000
ANDAMAN & NICOBAR,2022-06-03,XL,4,2136.250000
ANDAMAN & NICOBAR,2022-06-04,L,5,100617.200000
ANDAMAN & NICOBAR,2022-06-05,L,5,100617.200000
ANDAMAN & NICOBAR,2022-06-06,L,6,92528.222222
ANDAMAN & NICOBAR,2022-06-07,XXL,6,201849.000000
ANDAMAN & NICOBAR,2022-06-08,L,6,98024.583333
ANDAMAN & NICOBAR,2022-06-09,M,7,22056.530612
ANDAMAN & NICOBAR,2022-06-10,XXL,7,173072.693878
ANDAMAN & NICOBAR,2022-06-11,XXL,7,173072.693878
ANDAMAN & NICOBAR,2022-06-12,L,7,115523.632653
ANDAMAN & NICOBAR,2022-06-13,L,7,115523.632653
ANDAMAN & NICOBAR,2022-06-14,M,5,22199.760000
ANDAMAN & NICOBAR,2022-06-15,XS,9,55373.061728
ANDAMAN & NICOBAR,2022-06-16,XS,9,54602.000000
ANDAMAN & NICOBAR,2022-06-17,XS,9,54602.000000
ANDAMAN & NICOBAR,2022-06-18,XS,9,54602.000000
ANDAMAN & NICOBAR,2022-06-19,XS,9,54602.000000
ANDAMAN & NICOBAR,2022-06-20,XS,8,59886.687500
ANDAMAN & NICOBAR,2022-06-21,XS,8,59886.687500
ANDAMAN & NICOBAR,2022-06-22,M,9,19746.000000
ANDAMAN & NICOBAR,2022-06-23,M,11,19266.809917
ANDAMAN & NICOBAR,2022-06-24,M,12,21311.833333
ANDAMAN & NICOBAR,2022-06-25,M,11,22257.537190
ANDAMAN & NICOBAR,2022-06-26,M,11,28999.603306
ANDAMAN & NICOBAR,2022-06-27,M,13,32321.786982
ANDAMAN & NICOBAR,2022-06-28,M,12,30821.250000
ANDAMAN & NICOBAR,2022-06-29,M,12,33482.805556
ANDAMAN & NICOBAR,2022-06-30,M,12,33482.805556
ANDAMAN & NICOBAR,2022-07-01,M,10,30583.000000
ANDAMAN & NICOBAR,2022-07-02,M,8,33825.687500
ANDAMAN & NICOBAR,2022-07-03,M,6,18833.472222
ANDAMAN & NICOBAR,2022-07-04,M,4,5843.187500
ANDAMAN & NICOBAR,2022-07-05,M,4,5843.187500
ANDAMAN & NICOBAR,2022-07-06,M,3,7410.666667
ANDAMAN & NICOBAR,2022-07-07,M,1,0.000000
ANDAMAN & NICOBAR,2022-07-08,M,1,0.000000
ANDHRA PRADESH,2022-04-01,3XL,1,0.000000
ANDHRA PRADESH,2022-04-02,M,12,119697.000000
ANDHRA PRADESH,2022-04-03,M,18,105505.052469
ANDHRA PRADESH,2022-04-04,M,28,118486.265306
ANDHRA PRADESH,2022-04-05,M,35,100668.862041
ANDHRA PRADESH,2022-04-06,M,42,120955.404195
ANDHRA PRADESH,2022-04-07,XXL,52,78767.072485
ANDHRA PRADESH,2022-04-08,XXL,63,84819.808516
ANDHRA PRADESH,2022-04-09,L,71,43751.003372
ANDHRA PRADESH,2022-04-10,L,83,55980.244157
ANDHRA PRADESH,2022-04-11,L,95,59581.429363
ANDHRA PRADESH,2022-04-12,L,98,64972.056643
ANDHRA PRADESH,2022-04-13,L,98,64787.922636
ANDHRA PRADESH,2022-04-14,L,97,81668.453821
ANDHRA PRADESH,2022-04-15,L,97,83839.475396
ANDHRA PRADESH,2022-04-16,L,102,83439.259996
ANDHRA PRADESH,2022-04-17,L,95,87648.591025
ANDHRA PRADESH,2022-04-18,L,95,90331.694626
ANDHRA PRADESH,2022-04-19,L,95,90885.129751
ANDHRA PRADESH,2022-04-20,L,93,79426.093884
ANDHRA PRADESH,2022-04-21,L,98,71416.064661
ANDHRA PRADESH,2022-04-22,L,103,58852.086719
ANDHRA PRADESH,2022-04-23,XL,107,63014.623810
ANDHRA PRADESH,2022-04-24,L,112,54357.703364
ANDHRA PRADESH,2022-04-25,L,115,56409.026843
ANDHRA PRADESH,2022-04-26,L,110,57313.662893
ANDHRA PRADESH,2022-04-27,L,113,57719.381941
ANDHRA PRADESH,2022-04-28,L,117,57735.217766
ANDHRA PRADESH,2022-04-29,L,111,56366.147228
ANDHRA PRADESH,2022-04-30,L,113,56140.287571
ANDHRA PRADESH,2022-05-01,M,104,68975.588665
ANDHRA PRADESH,2022-05-02,M,107,63898.420473
ANDHRA PRADESH,2022-05-03,M,112,77515.039541
ANDHRA PRADESH,2022-05-04,M,109,86120.983924
ANDHRA PRADESH,2022-05-05,M,99,85444.666259
ANDHRA PRADESH,2022-05-06,L,102,40662.503652
ANDHRA PRADESH,2022-05-07,L,106,51455.446778
ANDHRA PRADESH,2022-05-08,XL,103,58865.905175
ANDHRA PRADESH,2022-05-09,L,111,81558.357114
ANDHRA PRADESH,2022-05-10,L,104,86482.345322
ANDHRA PRADESH,2022-05-11,L,104,86398.409763
ANDHRA PRADESH,2022-05-12,L,97,88852.824530
ANDHRA PRADESH,2022-05-13,L,90,94687.808025
ANDHRA PRADESH,2022-05-14,L,89,113012.514834
ANDHRA PRADESH,2022-05-15,L,82,134805.645003
ANDHRA PRADESH,2022-05-16,L,81,134608.784636
ANDHRA PRADESH,2022-05-17,L,78,128727.028435
ANDHRA PRADESH,2022-05-18,L,78,133017.886917
ANDHRA PRADESH,2022-05-19,L,73,110080.048039
ANDHRA PRADESH,2022-05-20,L,78,105132.224195
ANDHRA PRADESH,2022-05-21,L,75,104991.684622
ANDHRA PRADESH,2022-05-22,L,79,106130.985739
ANDHRA PRADESH,2022-05-23,L,73,109033.470820
ANDHRA PRADESH,2022-05-24,L,69,89488.858643
ANDHRA PRADESH,2022-05-25,L,67,82933.377590
ANDHRA PRADESH,2022-05-26,M,66,73051.665748
ANDHRA PRADESH,2022-05-27,M,68,71982.751730
ANDHRA PRADESH,2022-05-28,M,72,79380.304784
ANDHRA PRADESH,2022-05-29,M,74,85424.245435
ANDHRA PRADESH,2022-05-30,M,68,85588.967777
ANDHRA PRADESH,2022-05-31,M,78,89358.250493
ANDHRA PRADESH,2022-06-01,M,86,81118.702677
ANDHRA PRADESH,2022-06-02,M,91,85417.672020
ANDHRA PRADESH,2022-06-03,M,89,78405.150612
ANDHRA PRADESH,2022-06-04,M,89,81787.474056
ANDHRA PRADESH,2022-06-05,L,84,83085.338294
ANDHRA PRADESH,2022-06-06,L,89,96614.752935
ANDHRA PRADESH,2022-06-07,L,98,91329.704394
ANDHRA PRADESH,2022-06-08,L,108,89898.065501
ANDHRA PRADESH,2022-06-09,L,112,85012.563457
ANDHRA PRADESH,2022-06-10,L,110,78039.426860
ANDHRA PRADESH,2022-06-11,L,104,80313.698225
ANDHRA PRADESH,2022-06-12,L,109,87255.433549
ANDHRA PRADESH,2022-06-13,L,113,80736.998982
ANDHRA PRADESH,2022-06-14,L,113,79651.548124
ANDHRA PRADESH,2022-06-15,L,112,74641.854592
ANDHRA PRADESH,2022-06-16,L,104,72290.521357
ANDHRA PRADESH,2022-06-17,M,101,66504.450348
ANDHRA PRADESH,2022-06-18,M,99,65010.747679
ANDHRA PRADESH,2022-06-19,M,97,70691.376342
ANDHRA PRADESH,2022-06-20,L,98,91594.812266
ANDHRA PRADESH,2022-06-21,M,106,66743.335707
ANDHRA PRADESH,2022-06-22,L,102,87980.119281
ANDHRA PRADESH,2022-06-23,L,98,92758.999167
ANDHRA PRADESH,2022-06-24,L,100,104825.000400
ANDHRA PRADESH,2022-06-25,L,98,110322.296960
ANDHRA PRADESH,2022-06-26,L,99,101202.776860
ANDHRA PRADESH,2022-06-27,L,99,101687.252729
ANDHRA PRADESH,2022-06-28,L,90,105176.575802
ANDHRA PRADESH,2022-06-29,M,90,74033.390617
ANDHRA PRADESH,2022-06-30,M,84,75080.122874
ANDHRA PRADESH,2022-07-01,M,69,83264.350767
ANDHRA PRADESH,2022-07-02,M,67,85004.104255
ANDHRA PRADESH,2022-07-03,M,57,86704.131733
ANDHRA PRADESH,2022-07-04,M,49,81000.768013
ANDHRA PRADESH,2022-07-05,M,32,58792.558594
ANDHRA PRADESH,2022-07-06,M,26,57106.273669
ANDHRA PRADESH,2022-07-07,M,19,54166.587258
ANDHRA PRADESH,2022-07-08,M,11,49496.446281
ANDHRA PRADESH,2022-07-09,S,3,152813.555556
AR,2022-05-31,L,1,0.000000
AR,2022-06-01,L,1,0.000000
AR,2022-06-02,L,1,0.000000
AR,2022-06-03,L,1,0.000000
AR,2022-06-04,L,1,0.000000
AR,2022-06-05,L,1,0.000000
AR,2022-06-06,L,1,0.000000
AR,2022-06-07,L,1,0.000000
AR,2022-06-08,L,1,0.000000
AR,2022-06-09,L,1,0.000000
ARUNACHAL PRADESH,2022-04-02,S,2,55696.000000
ARUNACHAL PRADESH,2022-04-03,L,2,0.000000
ARUNACHAL PRADESH,2022-04-04,3XL,3,1646.000000
ARUNACHAL PRADESH,2022-04-05,3XL,3,1646.000000
ARUNACHAL PRADESH,2022-04-06,XS,5,84450.560000
ARUNACHAL PRADESH,2022-04-07,XS,6,73984.555556
ARUNACHAL PRADESH,2022-04-08,XS,6,73984.555556
ARUNACHAL PRADESH,2022-04-09,XS,6,73984.555556
ARUNACHAL PRADESH,2022-04-10,XS,6,73984.555556
ARUNACHAL PRADESH,2022-04-11,XS,6,73984.555556
ARUNACHAL PRADESH,2022-04-12,XS,6,73984.555556
ARUNACHAL PRADESH,2022-04-13,XS,7,65188.408163
ARUNACHAL PRADESH,2022-04-14,XS,5,50528.560000
ARUNACHAL PRADESH,2022-04-15,XS,6,71183.916667
ARUNACHAL PRADESH,2022-04-16,S,6,7453.138889
ARUNACHAL PRADESH,2022-04-17,S,6,7453.138889
ARUNACHAL PRADESH,2022-04-18,S,6,7453.138889
ARUNACHAL PRADESH,2022-04-19,S,6,7453.138889
ARUNACHAL PRADESH,2022-04-20,S,5,8168.560000
ARUNACHAL PRADESH,2022-04-21,S,5,8168.560000
ARUNACHAL PRADESH,2022-04-22,S,5,8168.560000
ARUNACHAL PRADESH,2022-04-23,S,5,8168.560000
ARUNACHAL PRADESH,2022-04-24,S,5,8168.560000
ARUNACHAL PRADESH,2022-04-25,M,3,12846.888889
ARUNACHAL PRADESH,2022-04-26,M,5,20265.360000
ARUNACHAL PRADESH,2022-04-27,M,5,20265.360000
ARUNACHAL PRADESH,2022-04-28,M,4,21039.250000
ARUNACHAL PRADESH,2022-04-29,M,4,21039.250000
ARUNACHAL PRADESH,2022-04-30,3XL,2,3025.000000
ARUNACHAL PRADESH,2022-05-01,M,2,26406.250000
ARUNACHAL PRADESH,2022-05-02,M,2,26406.250000
ARUNACHAL PRADESH,2022-05-03,L,2,2500.000000
ARUNACHAL PRADESH,2022-05-04,L,2,2500.000000
ARUNACHAL PRADESH,2022-05-05,L,4,50444.187500
ARUNACHAL PRADESH,2022-05-06,L,5,53419.840000
ARUNACHAL PRADESH,2022-05-07,L,6,63489.333333
ARUNACHAL PRADESH,2022-05-08,L,6,63489.333333
ARUNACHAL PRADESH,2022-05-09,L,6,63489.333333
ARUNACHAL PRADESH,2022-05-10,L,6,63489.333333
ARUNACHAL PRADESH,2022-05-11,L,10,90939.610000
ARUNACHAL PRADESH,2022-05-12,L,10,90939.610000
ARUNACHAL PRADESH,2022-05-13,L,9,97101.580247
ARUNACHAL PRADESH,2022-05-14,L,9,97101.580247
ARUNACHAL PRADESH,2022-05-15,L,7,100209.632653
ARUNACHAL PRADESH,2022-05-16,L,6,107694.666667
ARUNACHAL PRADESH,2022-05-17,L,5,91787.600000
ARUNACHAL PRADESH,2022-05-18,L,5,91787.600000
ARUNACHAL PRADESH,2022-05-19,L,5,91787.600000
ARUNACHAL PRADESH,2022-05-20,L,5,91787.600000
ARUNACHAL PRADESH,2022-05-21,M,5,55592.240000
ARUNACHAL PRADESH,2022-05-22,M,5,55592.240000
ARUNACHAL PRADESH,2022-05-23,M,5,27510.960000
ARUNACHAL PRADESH,2022-05-24,M,7,67434.408163
ARUNACHAL PRADESH,2022-05-25,M,7,67434.408163
ARUNACHAL PRADESH,2022-05-26,M,6,78405.222222
ARUNACHAL PRADESH,2022-05-27,M,6,78405.222222
ARUNACHAL PRADESH,2022-05-28,M,6,78405.222222
ARUNACHAL PRADESH,2022-05-29,M,6,78405.222222
ARUNACHAL PRADESH,2022-05-30,M,5,92613.600000
ARUNACHAL PRADESH,2022-05-31,M,4,106414.187500
ARUNACHAL PRADESH,2022-06-01,M,4,106414.187500
ARUNACHAL PRADESH,2022-06-02,M,3,6338.888889
ARUNACHAL PRADESH,2022-06-03,L,3,65078.000000
ARUNACHAL PRADESH,2022-06-04,L,3,65078.000000
ARUNACHAL PRADESH,2022-06-05,XS,3,77702.888889
ARUNACHAL PRADESH,2022-06-06,L,4,64192.250000
ARUNACHAL PRADESH,2022-06-07,L,4,64192.250000
ARUNACHAL PRADESH,2022-06-08,L,4,64192.250000
ARUNACHAL PRADESH,2022-06-09,L,4,64192.250000
ARUNACHAL PRADESH,2022-06-10,L,6,55615.805556
ARUNACHAL PRADESH,2022-06-11,L,6,55615.805556
ARUNACHAL PRADESH,2022-06-12,L,5,56338.960000
ARUNACHAL PRADESH,2022-06-13,L,6,65456.000000
ARUNACHAL PRADESH,2022-06-14,L,7,114741.551020
ARUNACHAL PRADESH,2022-06-15,L,7,114741.551020
ARUNACHAL PRADESH,2022-06-16,L,6,74566.888889
ARUNACHAL PRADESH,2022-06-17,L,6,74566.888889
ARUNACHAL PRADESH,2022-06-18,L,6,74566.888889
ARUNACHAL PRADESH,2022-06-19,L,6,74566.888889
ARUNACHAL PRADESH,2022-06-20,L,4,46163.187500
ARUNACHAL PRADESH,2022-06-21,L,4,46163.187500
ARUNACHAL PRADESH,2022-06-22,L,4,46163.187500
ARUNACHAL PRADESH,2022-06-23,S,2,1806.250000
ARUNACHAL PRADESH,2022-06-24,S,2,1806.250000
ARUNACHAL PRADESH,2022-06-25,S,2,0.000000
ARUNACHAL PRADESH,2022-06-26,S,2,0.000000
ARUNACHAL PRADESH,2022-06-27,S,2,0.000000
ARUNACHAL PRADESH,2022-06-28,M,3,45784.888889
ARUNACHAL PRADESH,2022-06-29,M,3,45784.888889
ARUNACHAL PRADESH,2022-06-30,M,3,45784.888889
ARUNACHAL PRADESH,2022-07-01,M,3,45784.888889
ARUNACHAL PRADESH,2022-07-02,M,3,45784.888889
ARUNACHAL PRADESH,2022-07-03,M,3,45784.888889
ARUNACHAL PRADESH,2022-07-04,M,3,45784.888889
ARUNACHAL PRADESH,2022-07-05,L,2,16002.250000
ARUNACHAL PRADESH,2022-07-06,L,1,0.000000
ARUNACHAL PRADESH,2022-07-07,M,1,0.000000
ASSAM,2022-04-02,L,6,34604.805556
ASSAM,2022-04-03,L,11,25740.181818
ASSAM,2022-04-04,L,13,57595.136095
ASSAM,2022-04-05,M,18,67660.978395
ASSAM,2022-04-06,M,26,70211.735207
ASSAM,2022-04-07,L,35,81199.436735
ASSAM,2022-04-08,L,36,79422.635802
ASSAM,2022-04-09,S,40,65652.209375
ASSAM,2022-04-10,L,44,70048.133781
ASSAM,2022-04-11,L,48,71408.312500
ASSAM,2022-04-12,S,48,75507.039931
ASSAM,2022-04-13,S,45,74454.155062
ASSAM,2022-04-14,L,50,73290.688400
ASSAM,2022-04-15,L,48,74095.978733
ASSAM,2022-04-16,L,46,77078.998110
ASSAM,2022-04-17,M,43,46679.866955
ASSAM,2022-04-18,M,46,53387.540643
ASSAM,2022-04-19,M,43,54307.492699
ASSAM,2022-04-20,M,43,59940.341806
ASSAM,2022-04-21,M,42,43197.426304
ASSAM,2022-04-22,M,46,40504.635161
ASSAM,2022-04-23,M,52,47832.051405
ASSAM,2022-04-24,M,55,50854.708760
ASSAM,2022-04-25,M,48,52611.164931
ASSAM,2022-04-26,M,43,57285.860465
ASSAM,2022-04-27,M,42,69723.011338
ASSAM,2022-04-28,S,40,98920.210000
ASSAM,2022-04-29,S,44,104945.327996
ASSAM,2022-04-30,S,45,97559.746173
ASSAM,2022-05-01,S,49,94733.625989
ASSAM,2022-05-02,S,47,101575.712087
ASSAM,2022-05-03,S,39,108677.381986
ASSAM,2022-05-04,S,38,116302.247230
ASSAM,2022-05-05,M,35,86014.636735
ASSAM,2022-05-06,M,36,76101.006173
ASSAM,2022-05-07,M,37,58381.772096
ASSAM,2022-05-08,M,37,55166.613587
ASSAM,2022-05-09,M,36,63913.687500
ASSAM,2022-05-10,M,35,90623.776327
ASSAM,2022-05-11,M,32,75201.171875
ASSAM,2022-05-12,M,34,73109.352941
ASSAM,2022-05-13,M,32,102040.795898
ASSAM,2022-05-14,M,29,110284.661118
ASSAM,2022-05-15,M,25,149802.281600
ASSAM,2022-05-16,M,23,148054.487713
ASSAM,2022-05-17,S,24,101591.055556
ASSAM,2022-05-18,S,28,91154.673469
ASSAM,2022-05-19,S,32,83792.246094
ASSAM,2022-05-20,S,32,86088.608398
ASSAM,2022-05-21,S,30,77466.248889
ASSAM,2022-05-22,S,26,74490.965976
ASSAM,2022-05-23,S,26,79098.390533
ASSAM,2022-05-24,L,25,76616.873600
ASSAM,2022-05-25,L,28,69432.360969
ASSAM,2022-05-26,L,29,71625.419738
ASSAM,2022-05-27,L,24,76462.138889
ASSAM,2022-05-28,L,23,74627.368620
ASSAM,2022-05-29,L,21,65757.487528
ASSAM,2022-05-30,M,21,120336.317460
ASSAM,2022-05-31,L,22,46646.595041
ASSAM,2022-06-01,L,22,39424.423554
ASSAM,2022-06-02,L,22,36836.134298
ASSAM,2022-06-03,L,29,55682.109394
ASSAM,2022-06-04,L,26,56981.250000
ASSAM,2022-06-05,L,28,63303.952806
ASSAM,2022-06-06,L,29,69482.665874
ASSAM,2022-06-07,L,30,73028.448889
ASSAM,2022-06-08,L,36,78377.354167
ASSAM,2022-06-09,L,37,81294.078890
ASSAM,2022-06-10,L,35,88225.668571
ASSAM,2022-06-11,L,32,95782.421875
ASSAM,2022-06-12,L,32,106511.538086
ASSAM,2022-06-13,M,29,100284.532699
ASSAM,2022-06-14,M,31,96033.109261
ASSAM,2022-06-15,S,29,102991.705113
ASSAM,2022-06-16,M,32,107711.558594
ASSAM,2022-06-17,M,32,97570.125000
ASSAM,2022-06-18,M,32,114527.256836
ASSAM,2022-06-19,M,31,115118.732570
ASSAM,2022-06-20,M,33,120165.329660
ASSAM,2022-06-21,M,33,98294.727273
ASSAM,2022-06-22,M,36,79926.965278
ASSAM,2022-06-23,M,35,85119.301224
ASSAM,2022-06-24,M,32,87262.839844
ASSAM,2022-06-25,M,33,69370.815427
ASSAM,2022-06-26,M,31,65840.160250
ASSAM,2022-06-27,M,33,58035.015611
ASSAM,2022-06-28,M,31,65309.625390
ASSAM,2022-06-29,M,32,67186.491211
ASSAM,2022-06-30,M,27,61149.802469
ASSAM,2022-07-01,M,25,65245.382400
ASSAM,2022-07-02,M,20,76960.940000
ASSAM,2022-07-03,M,17,49381.051903
ASSAM,2022-07-04,M,15,55198.062222
ASSAM,2022-07-05,M,12,65204.472222
ASSAM,2022-07-06,M,10,73387.760000
ASSAM,2022-07-07,S,6,18010.472222
ASSAM,2022-07-08,XL,2,1369.000000
ASSAM,2022-07-09,S,1,0.000000
BIHAR,2022-04-01,M,3,13334.222222
BIHAR,2022-04-02,M,9,26547.061728
BIHAR,2022-04-03,M,12,26200.805556
BIHAR,2022-04-04,M,20,64792.360000
BIHAR,2022-04-05,M,26,58613.248521
BIHAR,2022-04-06,M,31,55636.382934
BIHAR,2022-04-07,M,39,54527.530572
BIHAR,2022-04-08,M,45,60751.592099
BIHAR,2022-04-09,M,51,56043.218762
BIHAR,2022-04-10,M,55,61566.961983
BIHAR,2022-04-11,M,57,64445.617729
BIHAR,2022-04-12,M,56,111521.739796
BIHAR,2022-04-13,M,58,114887.313020
BIHAR,2022-04-14,M,53,111503.122108
BIHAR,2022-04-15,M,54,109982.702332
BIHAR,2022-04-16,M,58,106380.793103
BIHAR,2022-04-17,M,55,105592.052893
BIHAR,2022-04-18,M,54,99447.599451
BIHAR,2022-04-19,M,60,96226.147500
BIHAR,2022-04-20,M,60,91922.948889
BIHAR,2022-04-21,M,63,88976.925674
BIHAR,2022-04-22,M,65,49680.474793
BIHAR,2022-04-23,M,66,48907.552112
BIHAR,2022-04-24,M,66,48231.613636
BIHAR,2022-04-25,M,63,52054.342152
BIHAR,2022-04-26,M,59,51190.669922
BIHAR,2022-04-27,M,62,54980.361082
BIHAR,2022-04-28,M,59,60897.111175
BIHAR,2022-04-29,M,49,64310.168263
BIHAR,2022-04-30,M,52,75915.597633
BIHAR,2022-05-01,M,54,69344.592593
BIHAR,2022-05-02,M,49,78442.270721
BIHAR,2022-05-03,M,52,75110.707101
BIHAR,2022-05-04,M,53,70896.877892
BIHAR,2022-05-05,M,56,78179.274235
BIHAR,2022-05-06,M,57,85795.489074
BIHAR,2022-05-07,M,52,81745.955621
BIHAR,2022-05-08,M,51,80865.506344
BIHAR,2022-05-09,M,54,90660.438957
BIHAR,2022-05-10,M,49,80207.287797
BIHAR,2022-05-11,M,42,102609.344671
BIHAR,2022-05-12,M,41,100400.985128
BIHAR,2022-05-13,M,41,121168.395003
BIHAR,2022-05-14,M,38,132082.870499
BIHAR,2022-05-15,M,33,148567.996327
BIHAR,2022-05-16,M,31,160897.023933
BIHAR,2022-05-17,M,29,177182.373365
BIHAR,2022-05-18,M,30,166500.045556
BIHAR,2022-05-19,S,29,122851.493460
BIHAR,2022-05-20,S,31,140899.554631
BIHAR,2022-05-21,S,29,147764.896552
BIHAR,2022-05-22,M,31,164203.288241
BIHAR,2022-05-23,L,34,110379.463668
BIHAR,2022-05-24,L,34,83547.221453
BIHAR,2022-05-25,L,35,61956.078367
BIHAR,2022-05-26,L,37,78928.734843
BIHAR,2022-05-27,L,38,75488.022161
BIHAR,2022-05-28,L,28,69135.973214
BIHAR,2022-05-29,M,31,155929.868887
BIHAR,2022-05-30,M,29,163677.034483
BIHAR,2022-05-31,L,31,68838.160250
BIHAR,2022-06-01,L,30,71089.373333
BIHAR,2022-06-02,L,28,81301.248724
BIHAR,2022-06-03,M,32,126797.178711
BIHAR,2022-06-04,M,32,122273.359375
BIHAR,2022-06-05,M,30,118311.595556
BIHAR,2022-06-06,M,35,107704.702041
BIHAR,2022-06-07,M,36,99498.682099
BIHAR,2022-06-08,M,34,85847.301903
BIHAR,2022-06-09,M,37,81296.258583
BIHAR,2022-06-10,M,38,63255.725762
BIHAR,2022-06-11,M,41,61200.755503
BIHAR,2022-06-12,M,43,54942.684694
BIHAR,2022-06-13,M,39,37658.127548
BIHAR,2022-06-14,M,40,42437.599375
BIHAR,2022-06-15,M,39,43030.163051
BIHAR,2022-06-16,M,36,41546.978395
BIHAR,2022-06-17,M,37,35986.495252
BIHAR,2022-06-18,M,37,45539.326516
BIHAR,2022-06-19,M,39,54944.762656
BIHAR,2022-06-20,M,40,53537.974375
BIHAR,2022-06-21,L,38,143690.944598
BIHAR,2022-06-22,M,36,51754.341821
BIHAR,2022-06-23,S,39,75459.689678
BIHAR,2022-06-24,S,36,77926.589506
BIHAR,2022-06-25,M,40,68537.194375
BIHAR,2022-06-26,M,38,76226.482687
BIHAR,2022-06-27,M,37,76213.678598
BIHAR,2022-06-28,S,38,70406.837258
BIHAR,2022-06-29,S,36,66228.860340
BIHAR,2022-06-30,S,35,71136.130612
BIHAR,2022-07-01,S,30,81524.395556
BIHAR,2022-07-02,S,25,86717.334400
BIHAR,2022-07-03,M,18,88910.283951
BIHAR,2022-07-04,M,16,80512.625000
BIHAR,2022-07-05,S,12,71098.909722
BIHAR,2022-07-06,S,11,76844.512397
BIHAR,2022-07-07,S,7,114270.530612
BIHAR,2022-07-08,XL,3,16749.555556
BIHAR,2022-07-09,S,2,21609.000000
CHANDIGARH,2022-04-01,3XL,1,0.000000
CHANDIGARH,2022-04-02,3XL,4,62021.687500
